	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\bar\bar_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_01_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d	D:\Locomotion_Lecture\processed\c3d\Thrusters\dumbells\dumbells_02_filt.c3d
372	0.15256	0.20795	0.88787	0.15176	0.20244	1.35796	0.14315	0.23115	1.13836	0.06450	0.19252	0.80507	0.19114	-0.03200	0.81649	0.17326	0.08680	1.26751	0.18177	0.05231	1.04348	0.10283	-0.04525	0.73082	0.17097	0.06417	0.88638	0.16100	0.10860	1.36188	0.16021	0.11550	1.13668	0.08301	0.04900	0.80025
373	0.15269	0.20822	0.88775	0.15198	0.20260	1.35767	0.14305	0.23130	1.13812	0.06458	0.19266	0.80503	0.19165	-0.03284	0.81426	0.17285	0.08796	1.26435	0.18153	0.05238	1.04048	0.10324	-0.04628	0.72872	0.17062	0.06599	0.88641	0.16139	0.10762	1.36183	0.16026	0.11615	1.13682	0.08271	0.05105	0.80018
374	0.15283	0.20841	0.88765	0.15222	0.20285	1.35747	0.14292	0.23143	1.13792	0.06468	0.19277	0.80498	0.19208	-0.03369	0.81196	0.17243	0.08925	1.26111	0.18123	0.05245	1.03744	0.10356	-0.04736	0.72657	0.17033	0.06770	0.88649	0.16174	0.10656	1.36182	0.16039	0.11676	1.13700	0.08247	0.05305	0.80018
375	0.15298	0.20851	0.88758	0.15245	0.20323	1.35735	0.14282	0.23156	1.13774	0.06481	0.19286	0.80493	0.19242	-0.03453	0.80957	0.17198	0.09061	1.25779	0.18093	0.05252	1.03434	0.10382	-0.04848	0.72431	0.17010	0.06931	0.88666	0.16202	0.10548	1.36187	0.16061	0.11734	1.13726	0.08227	0.05494	0.80026
376	0.15315	0.20852	0.88752	0.15262	0.20372	1.35729	0.14278	0.23167	1.13758	0.06499	0.19287	0.80487	0.19270	-0.03534	0.80707	0.17148	0.09196	1.25438	0.18065	0.05266	1.03121	0.10406	-0.04962	0.72190	0.16995	0.07077	0.88691	0.16227	0.10442	1.36199	0.16088	0.11789	1.13759	0.08213	0.05670	0.80045
377	0.15336	0.20846	0.88748	0.15267	0.20429	1.35727	0.14282	0.23175	1.13745	0.06522	0.19278	0.80481	0.19296	-0.03609	0.80446	0.17094	0.09327	1.25086	0.18043	0.05288	1.02802	0.10434	-0.05075	0.71933	0.16988	0.07207	0.88721	0.16257	0.10342	1.36215	0.16114	0.11836	1.13798	0.08203	0.05830	0.80073
378	0.15363	0.20836	0.88743	0.15259	0.20482	1.35728	0.14293	0.23180	1.13737	0.06553	0.19261	0.80473	0.19325	-0.03674	0.80174	0.17038	0.09457	1.24723	0.18027	0.05319	1.02478	0.10467	-0.05181	0.71665	0.16989	0.07320	0.88755	0.16300	0.10248	1.36232	0.16136	0.11874	1.13843	0.08196	0.05974	0.80110
379	0.15397	0.20823	0.88737	0.15244	0.20521	1.35729	0.14310	0.23182	1.13736	0.06591	0.19238	0.80464	0.19359	-0.03729	0.79892	0.16979	0.09589	1.24349	0.18015	0.05357	1.02144	0.10503	-0.05277	0.71389	0.16993	0.07416	0.88789	0.16352	0.10160	1.36246	0.16152	0.11898	1.13889	0.08187	0.06105	0.80152
380	0.15437	0.20811	0.88728	0.15228	0.20537	1.35729	0.14329	0.23185	1.13740	0.06634	0.19217	0.80454	0.19397	-0.03774	0.79604	0.16920	0.09724	1.23964	0.18005	0.05401	1.01801	0.10539	-0.05357	0.71109	0.16997	0.07500	0.88822	0.16406	0.10081	1.36256	0.16165	0.11910	1.13930	0.08174	0.06229	0.80197
381	0.15479	0.20802	0.88717	0.15215	0.20534	1.35725	0.14345	0.23192	1.13748	0.06677	0.19204	0.80442	0.19436	-0.03810	0.79311	0.16861	0.09860	1.23570	0.17996	0.05451	1.01446	0.10574	-0.05422	0.70826	0.16997	0.07577	0.88853	0.16454	0.10015	1.36265	0.16179	0.11909	1.13964	0.08156	0.06351	0.80240
382	0.15517	0.20799	0.88705	0.15205	0.20520	1.35718	0.14357	0.23206	1.13754	0.06718	0.19200	0.80428	0.19473	-0.03840	0.79015	0.16805	0.09993	1.23167	0.17986	0.05508	1.01080	0.10606	-0.05473	0.70539	0.16993	0.07650	0.88881	0.16491	0.09961	1.36273	0.16194	0.11898	1.13990	0.08133	0.06472	0.80280
383	0.15548	0.20803	0.88694	0.15195	0.20507	1.35709	0.14365	0.23228	1.13757	0.06752	0.19209	0.80413	0.19507	-0.03868	0.78715	0.16756	0.10119	1.22754	0.17978	0.05569	1.00703	0.10636	-0.05519	0.70247	0.16984	0.07721	0.88905	0.16522	0.09915	1.36286	0.16212	0.11879	1.14013	0.08110	0.06590	0.80314
384	0.15569	0.20812	0.88683	0.15179	0.20501	1.35697	0.14369	0.23256	1.13755	0.06776	0.19227	0.80396	0.19540	-0.03901	0.78407	0.16718	0.10237	1.22332	0.17970	0.05632	1.00317	0.10666	-0.05569	0.69945	0.16971	0.07793	0.88927	0.16556	0.09874	1.36304	0.16230	0.11852	1.14035	0.08087	0.06704	0.80340
385	0.15577	0.20826	0.88670	0.15156	0.20504	1.35682	0.14370	0.23284	1.13746	0.06789	0.19250	0.80376	0.19570	-0.03944	0.78089	0.16694	0.10350	1.21899	0.17965	0.05688	0.99920	0.10696	-0.05631	0.69631	0.16956	0.07865	0.88946	0.16601	0.09835	1.36326	0.16248	0.11821	1.14058	0.08067	0.06809	0.80359
386	0.15575	0.20841	0.88655	0.15129	0.20508	1.35664	0.14368	0.23309	1.13732	0.06792	0.19276	0.80354	0.19598	-0.04002	0.77758	0.16680	0.10463	1.21451	0.17960	0.05733	0.99512	0.10724	-0.05710	0.69303	0.16940	0.07938	0.88962	0.16657	0.09800	1.36348	0.16265	0.11790	1.14081	0.08053	0.06907	0.80371
387	0.15568	0.20854	0.88640	0.15106	0.20500	1.35639	0.14363	0.23327	1.13715	0.06789	0.19301	0.80332	0.19621	-0.04072	0.77408	0.16672	0.10581	1.20985	0.17956	0.05765	0.99088	0.10748	-0.05807	0.68958	0.16926	0.08011	0.88975	0.16722	0.09769	1.36366	0.16283	0.11764	1.14103	0.08043	0.06995	0.80377
388	0.15561	0.20864	0.88626	0.15094	0.20473	1.35608	0.14352	0.23335	1.13698	0.06786	0.19324	0.80312	0.19639	-0.04151	0.77037	0.16663	0.10702	1.20501	0.17954	0.05789	0.98647	0.10767	-0.05918	0.68592	0.16915	0.08082	0.88986	0.16789	0.09743	1.36377	0.16300	0.11749	1.14122	0.08038	0.07075	0.80381
389	0.15560	0.20871	0.88615	0.15094	0.20424	1.35573	0.14338	0.23335	1.13684	0.06788	0.19343	0.80296	0.19651	-0.04236	0.76648	0.16648	0.10821	1.19999	0.17956	0.05810	0.98187	0.10784	-0.06040	0.68206	0.16911	0.08146	0.88995	0.16850	0.09719	1.36381	0.16317	0.11746	1.14138	0.08037	0.07143	0.80387
390	0.15568	0.20876	0.88610	0.15100	0.20362	1.35538	0.14326	0.23330	1.13674	0.06801	0.19356	0.80284	0.19661	-0.04328	0.76243	0.16623	0.10932	1.19480	0.17959	0.05836	0.97710	0.10802	-0.06168	0.67801	0.16914	0.08198	0.89006	0.16898	0.09694	1.36381	0.16333	0.11749	1.14153	0.08040	0.07198	0.80397
391	0.15583	0.20878	0.88610	0.15107	0.20297	1.35508	0.14321	0.23320	1.13668	0.06822	0.19362	0.80277	0.19673	-0.04427	0.75827	0.16588	0.11037	1.18948	0.17962	0.05869	0.97219	0.10824	-0.06302	0.67382	0.16924	0.08234	0.89017	0.16926	0.09664	1.36379	0.16347	0.11752	1.14165	0.08047	0.07239	0.80411
392	0.15604	0.20874	0.88612	0.15106	0.20235	1.35487	0.14325	0.23303	1.13664	0.06848	0.19360	0.80272	0.19689	-0.04533	0.75406	0.16546	0.11139	1.18403	0.17965	0.05910	0.96717	0.10853	-0.06440	0.66955	0.16941	0.08254	0.89028	0.16935	0.09628	1.36377	0.16359	0.11751	1.14176	0.08060	0.07266	0.80425
393	0.15626	0.20864	0.88614	0.15098	0.20181	1.35474	0.14336	0.23280	1.13661	0.06875	0.19349	0.80270	0.19712	-0.04645	0.74980	0.16497	0.11245	1.17844	0.17965	0.05958	0.96205	0.10888	-0.06583	0.66523	0.16959	0.08264	0.89038	0.16932	0.09589	1.36373	0.16365	0.11746	1.14183	0.08076	0.07283	0.80436
394	0.15650	0.20845	0.88617	0.15082	0.20137	1.35469	0.14352	0.23252	1.13658	0.06902	0.19329	0.80270	0.19741	-0.04758	0.74550	0.16447	0.11355	1.17271	0.17962	0.06009	0.95683	0.10929	-0.06727	0.66087	0.16972	0.08267	0.89046	0.16929	0.09552	1.36367	0.16366	0.11740	1.14186	0.08091	0.07291	0.80442
395	0.15676	0.20819	0.88618	0.15064	0.20105	1.35470	0.14369	0.23222	1.13656	0.06928	0.19301	0.80271	0.19773	-0.04866	0.74114	0.16397	0.11465	1.16682	0.17957	0.06058	0.95153	0.10972	-0.06869	0.65648	0.16978	0.08267	0.89053	0.16935	0.09522	1.36358	0.16363	0.11734	1.14187	0.08103	0.07295	0.80443
396	0.15706	0.20790	0.88620	0.15046	0.20085	1.35477	0.14385	0.23197	1.13656	0.06958	0.19267	0.80274	0.19805	-0.04969	0.73669	0.16351	0.11568	1.16078	0.17949	0.06101	0.94614	0.11012	-0.07004	0.65203	0.16976	0.08268	0.89061	0.16952	0.09498	1.36349	0.16361	0.11731	1.14189	0.08109	0.07296	0.80442
397	0.15740	0.20761	0.88622	0.15035	0.20079	1.35486	0.14399	0.23179	1.13656	0.06993	0.19232	0.80277	0.19838	-0.05065	0.73212	0.16311	0.11663	1.15464	0.17942	0.06134	0.94068	0.11049	-0.07128	0.64749	0.16970	0.08269	0.89070	0.16974	0.09479	1.36343	0.16364	0.11729	1.14193	0.08113	0.07297	0.80441
398	0.15775	0.20736	0.88626	0.15035	0.20088	1.35497	0.14412	0.23171	1.13657	0.07031	0.19201	0.80278	0.19872	-0.05153	0.72743	0.16281	0.11754	1.14848	0.17939	0.06157	0.93514	0.11083	-0.07242	0.64285	0.16964	0.08270	0.89080	0.16996	0.09468	1.36342	0.16374	0.11728	1.14200	0.08116	0.07298	0.80443
399	0.15806	0.20717	0.88630	0.15047	0.20111	1.35507	0.14423	0.23172	1.13657	0.07067	0.19176	0.80279	0.19906	-0.05234	0.72262	0.16262	0.11850	1.14235	0.17942	0.06173	0.92956	0.11116	-0.07345	0.63811	0.16964	0.08270	0.89089	0.17013	0.09465	1.36349	0.16393	0.11726	1.14208	0.08122	0.07299	0.80444
400	0.15831	0.20704	0.88634	0.15064	0.20141	1.35516	0.14432	0.23178	1.13654	0.07096	0.19161	0.80279	0.19941	-0.05310	0.71776	0.16253	0.11953	1.13629	0.17949	0.06182	0.92397	0.11150	-0.07436	0.63329	0.16969	0.08265	0.89093	0.17025	0.09467	1.36360	0.16420	0.11722	1.14215	0.08131	0.07297	0.80443
401	0.15846	0.20697	0.88636	0.15079	0.20173	1.35521	0.14441	0.23184	1.13649	0.07114	0.19153	0.80278	0.19975	-0.05381	0.71289	0.16247	0.12061	1.13032	0.17958	0.06185	0.91844	0.11185	-0.07517	0.62844	0.16977	0.08256	0.89092	0.17033	0.09467	1.36374	0.16453	0.11714	1.14221	0.08143	0.07291	0.80438
402	0.15854	0.20694	0.88635	0.15087	0.20199	1.35523	0.14448	0.23184	1.13641	0.07121	0.19150	0.80278	0.20009	-0.05450	0.70808	0.16239	0.12175	1.12444	0.17966	0.06181	0.91298	0.11222	-0.07588	0.62361	0.16983	0.08242	0.89086	0.17037	0.09458	1.36387	0.16488	0.11702	1.14226	0.08152	0.07281	0.80429
403	0.15857	0.20694	0.88631	0.15092	0.20218	1.35523	0.14457	0.23180	1.13633	0.07119	0.19150	0.80279	0.20045	-0.05519	0.70340	0.16226	0.12293	1.11864	0.17975	0.06173	0.90762	0.11264	-0.07655	0.61886	0.16986	0.08225	0.89077	0.17038	0.09432	1.36396	0.16519	0.11686	1.14231	0.08157	0.07269	0.80418
404	0.15855	0.20695	0.88626	0.15097	0.20235	1.35523	0.14466	0.23174	1.13626	0.07112	0.19151	0.80279	0.20085	-0.05588	0.69886	0.16208	0.12420	1.11296	0.17987	0.06162	0.90238	0.11313	-0.07722	0.61424	0.16984	0.08206	0.89069	0.17038	0.09387	1.36401	0.16543	0.11664	1.14237	0.08156	0.07259	0.80408
405	0.15847	0.20698	0.88621	0.15110	0.20254	1.35526	0.14475	0.23170	1.13624	0.07100	0.19156	0.80279	0.20131	-0.05657	0.69451	0.16191	0.12558	1.10738	0.18003	0.06155	0.89725	0.11367	-0.07793	0.60978	0.16978	0.08186	0.89064	0.17038	0.09321	1.36399	0.16558	0.11637	1.14245	0.08150	0.07252	0.80400
406	0.15835	0.20701	0.88618	0.15131	0.20280	1.35532	0.14481	0.23174	1.13626	0.07083	0.19164	0.80279	0.20179	-0.05724	0.69032	0.16179	0.12711	1.10192	0.18021	0.06156	0.89221	0.11426	-0.07867	0.60552	0.16970	0.08165	0.89061	0.17043	0.09237	1.36393	0.16563	0.11607	1.14253	0.08143	0.07245	0.80396
407	0.15818	0.20705	0.88618	0.15157	0.20311	1.35541	0.14481	0.23186	1.13630	0.07065	0.19175	0.80279	0.20227	-0.05790	0.68628	0.16175	0.12877	1.09655	0.18040	0.06167	0.88724	0.11482	-0.07944	0.60142	0.16964	0.08143	0.89060	0.17055	0.09140	1.36384	0.16559	0.11573	1.14259	0.08135	0.07238	0.80395
408	0.15800	0.20710	0.88618	0.15181	0.20346	1.35549	0.14476	0.23202	1.13634	0.07046	0.19188	0.80279	0.20271	-0.05855	0.68234	0.16176	0.13051	1.09124	0.18057	0.06190	0.88231	0.11531	-0.08018	0.59744	0.16961	0.08121	0.89062	0.17077	0.09038	1.36372	0.16550	0.11534	1.14262	0.08129	0.07228	0.80398
409	0.15784	0.20718	0.88618	0.15197	0.20381	1.35554	0.14467	0.23219	1.13633	0.07029	0.19200	0.80279	0.20307	-0.05919	0.67843	0.16176	0.13226	1.08593	0.18069	0.06220	0.87743	0.11570	-0.08085	0.59351	0.16960	0.08100	0.89065	0.17104	0.08936	1.36361	0.16540	0.11490	1.14262	0.08123	0.07215	0.80406
410	0.15773	0.20726	0.88614	0.15203	0.20416	1.35554	0.14455	0.23232	1.13624	0.07015	0.19210	0.80277	0.20332	-0.05982	0.67451	0.16168	0.13394	1.08055	0.18075	0.06255	0.87260	0.11596	-0.08140	0.58956	0.16961	0.08077	0.89068	0.17130	0.08837	1.36352	0.16533	0.11436	1.14259	0.08117	0.07195	0.80416
411	0.15765	0.20733	0.88604	0.15201	0.20457	1.35552	0.14444	0.23241	1.13608	0.07003	0.19215	0.80271	0.20347	-0.06039	0.67053	0.16142	0.13554	1.07507	0.18075	0.06290	0.86782	0.11611	-0.08183	0.58554	0.16962	0.08052	0.89070	0.17151	0.08737	1.36344	0.16532	0.11373	1.14256	0.08112	0.07167	0.80425
412	0.15759	0.20739	0.88586	0.15193	0.20505	1.35548	0.14439	0.23245	1.13586	0.06992	0.19221	0.80260	0.20353	-0.06089	0.66651	0.16094	0.13708	1.06952	0.18066	0.06324	0.86304	0.11619	-0.08217	0.58147	0.16965	0.08025	0.89070	0.17164	0.08634	1.36335	0.16536	0.11301	1.14254	0.08109	0.07132	0.80431
413	0.15753	0.20743	0.88565	0.15179	0.20557	1.35545	0.14438	0.23247	1.13563	0.06979	0.19232	0.80245	0.20355	-0.06135	0.66248	0.16025	0.13862	1.06393	0.18048	0.06357	0.85822	0.11623	-0.08248	0.57737	0.16969	0.07995	0.89067	0.17169	0.08529	1.36325	0.16543	0.11223	1.14249	0.08111	0.07091	0.80432
414	0.15746	0.20747	0.88542	0.15164	0.20602	1.35548	0.14441	0.23244	1.13548	0.06964	0.19250	0.80227	0.20354	-0.06181	0.65848	0.15940	0.14024	1.05833	0.18023	0.06387	0.85335	0.11625	-0.08281	0.57331	0.16977	0.07962	0.89062	0.17165	0.08424	1.36316	0.16550	0.11142	1.14239	0.08118	0.07046	0.80429
415	0.15737	0.20753	0.88522	0.15151	0.20627	1.35557	0.14446	0.23236	1.13544	0.06949	0.19275	0.80210	0.20355	-0.06231	0.65454	0.15847	0.14196	1.05275	0.17992	0.06411	0.84846	0.11628	-0.08316	0.56931	0.16988	0.07927	0.89055	0.17156	0.08322	1.36308	0.16554	0.11061	1.14225	0.08130	0.07000	0.80422
416	0.15728	0.20758	0.88509	0.15146	0.20625	1.35572	0.14453	0.23223	1.13553	0.06937	0.19302	0.80196	0.20357	-0.06285	0.65067	0.15754	0.14379	1.04724	0.17962	0.06424	0.84360	0.11633	-0.08352	0.56537	0.17000	0.07888	0.89047	0.17144	0.08223	1.36300	0.16554	0.10981	1.14207	0.08144	0.06952	0.80413
417	0.15720	0.20764	0.88503	0.15154	0.20595	1.35591	0.14462	0.23206	1.13574	0.06930	0.19327	0.80186	0.20360	-0.06338	0.64686	0.15668	0.14569	1.04183	0.17935	0.06423	0.83880	0.11639	-0.08385	0.56148	0.17013	0.07844	0.89036	0.17136	0.08127	1.36293	0.16551	0.10900	1.14188	0.08160	0.06903	0.80400
418	0.15713	0.20770	0.88502	0.15176	0.20545	1.35610	0.14473	0.23189	1.13601	0.06927	0.19347	0.80179	0.20360	-0.06385	0.64310	0.15591	0.14761	1.03655	0.17913	0.06405	0.83410	0.11643	-0.08410	0.55763	0.17025	0.07795	0.89025	0.17135	0.08032	1.36283	0.16548	0.10817	1.14169	0.08175	0.06853	0.80385
419	0.15708	0.20775	0.88504	0.15209	0.20483	1.35625	0.14485	0.23179	1.13629	0.06926	0.19363	0.80173	0.20355	-0.06425	0.63934	0.15525	0.14945	1.03138	0.17896	0.06374	0.82952	0.11641	-0.08428	0.55379	0.17035	0.07745	0.89012	0.17140	0.07940	1.36271	0.16549	0.10733	1.14151	0.08190	0.06803	0.80368
420	0.15703	0.20782	0.88505	0.15243	0.20423	1.35637	0.14496	0.23176	1.13654	0.06926	0.19378	0.80168	0.20341	-0.06458	0.63556	0.15469	0.15112	1.02631	0.17880	0.06335	0.82505	0.11629	-0.08440	0.54994	0.17042	0.07699	0.89001	0.17151	0.07855	1.36256	0.16555	0.10653	1.14133	0.08204	0.06755	0.80350
421	0.15698	0.20791	0.88505	0.15268	0.20371	1.35642	0.14505	0.23180	1.13671	0.06924	0.19393	0.80165	0.20320	-0.06485	0.63173	0.15419	0.15251	1.02129	0.17860	0.06300	0.82067	0.11608	-0.08450	0.54607	0.17046	0.07657	0.88990	0.17161	0.07782	1.36241	0.16566	0.10581	1.14114	0.08216	0.06711	0.80331
422	0.15693	0.20802	0.88502	0.15279	0.20328	1.35642	0.14508	0.23183	1.13680	0.06918	0.19409	0.80163	0.20296	-0.06508	0.62784	0.15368	0.15354	1.01630	0.17836	0.06277	0.81637	0.11581	-0.08460	0.54218	0.17048	0.07617	0.88981	0.17168	0.07726	1.36226	0.16578	0.10519	1.14091	0.08226	0.06670	0.80314
423	0.15687	0.20812	0.88498	0.15278	0.20291	1.35636	0.14505	0.23178	1.13679	0.06908	0.19426	0.80162	0.20273	-0.06531	0.62388	0.15311	0.15424	1.01130	0.17808	0.06271	0.81208	0.11554	-0.08474	0.53824	0.17052	0.07576	0.88973	0.17167	0.07685	1.36210	0.16590	0.10469	1.14064	0.08235	0.06630	0.80300
424	0.15682	0.20820	0.88491	0.15270	0.20254	1.35626	0.14500	0.23161	1.13669	0.06896	0.19443	0.80159	0.20254	-0.06556	0.61986	0.15245	0.15472	1.00630	0.17779	0.06278	0.80772	0.11533	-0.08494	0.53423	0.17060	0.07531	0.88963	0.17159	0.07652	1.36193	0.16601	0.10427	1.14036	0.08242	0.06592	0.80290
425	0.15677	0.20824	0.88481	0.15263	0.20215	1.35612	0.14495	0.23129	1.13653	0.06887	0.19457	0.80153	0.20239	-0.06586	0.61579	0.15174	0.15514	1.00130	0.17752	0.06287	0.80323	0.11517	-0.08521	0.53016	0.17073	0.07482	0.88950	0.17145	0.07623	1.36176	0.16613	0.10390	1.14011	0.08250	0.06557	0.80281
426	0.15677	0.20821	0.88469	0.15258	0.20170	1.35598	0.14492	0.23085	1.13634	0.06882	0.19468	0.80143	0.20225	-0.06623	0.61169	0.15103	0.15563	0.99629	0.17727	0.06290	0.79862	0.11505	-0.08553	0.52603	0.17088	0.07433	0.88934	0.17133	0.07594	1.36159	0.16630	0.10355	1.13991	0.08256	0.06527	0.80272
427	0.15680	0.20810	0.88456	0.15255	0.20118	1.35584	0.14496	0.23031	1.13612	0.06882	0.19471	0.80131	0.20208	-0.06664	0.60760	0.15035	0.15627	0.99123	0.17702	0.06283	0.79392	0.11490	-0.08587	0.52190	0.17103	0.07386	0.88916	0.17130	0.07563	1.36147	0.16653	0.10316	1.13977	0.08260	0.06501	0.80263
428	0.15688	0.20791	0.88445	0.15252	0.20060	1.35572	0.14506	0.22972	1.13592	0.06888	0.19464	0.80120	0.20185	-0.06709	0.60355	0.14969	0.15704	0.98610	0.17675	0.06269	0.78921	0.11469	-0.08621	0.51781	0.17117	0.07340	0.88896	0.17140	0.07529	1.36141	0.16680	0.10270	1.13970	0.08262	0.06474	0.80253
429	0.15698	0.20764	0.88435	0.15247	0.19998	1.35562	0.14524	0.22913	1.13575	0.06897	0.19447	0.80111	0.20158	-0.06757	0.59955	0.14902	0.15791	0.98087	0.17645	0.06253	0.78450	0.11443	-0.08656	0.51377	0.17127	0.07294	0.88877	0.17160	0.07490	1.36144	0.16706	0.10214	1.13968	0.08264	0.06441	0.80241
430	0.15710	0.20735	0.88428	0.15241	0.19935	1.35554	0.14549	0.22858	1.13561	0.06907	0.19423	0.80104	0.20131	-0.06807	0.59559	0.14830	0.15880	0.97554	0.17611	0.06238	0.77976	0.11417	-0.08694	0.50978	0.17135	0.07245	0.88858	0.17185	0.07447	1.36155	0.16726	0.10151	1.13969	0.08266	0.06399	0.80228
431	0.15720	0.20711	0.88420	0.15236	0.19880	1.35547	0.14580	0.22811	1.13549	0.06917	0.19396	0.80097	0.20108	-0.06860	0.59164	0.14752	0.15970	0.97017	0.17575	0.06225	0.77497	0.11395	-0.08738	0.50579	0.17141	0.07195	0.88842	0.17210	0.07403	1.36169	0.16737	0.10083	1.13969	0.08271	0.06353	0.80212
432	0.15727	0.20698	0.88412	0.15234	0.19841	1.35538	0.14612	0.22773	1.13535	0.06928	0.19374	0.80087	0.20090	-0.06915	0.58764	0.14670	0.16062	0.96481	0.17539	0.06209	0.77012	0.11380	-0.08789	0.50174	0.17148	0.07148	0.88826	0.17229	0.07361	1.36184	0.16742	0.10015	1.13967	0.08280	0.06308	0.80195
433	0.15731	0.20699	0.88403	0.15235	0.19822	1.35524	0.14641	0.22745	1.13517	0.06937	0.19361	0.80073	0.20076	-0.06973	0.58356	0.14594	0.16150	0.95955	0.17504	0.06191	0.76523	0.11372	-0.08845	0.49762	0.17156	0.07107	0.88813	0.17242	0.07323	1.36191	0.16742	0.09955	1.13961	0.08292	0.06274	0.80176
434	0.15730	0.20709	0.88391	0.15241	0.19820	1.35505	0.14660	0.22724	1.13492	0.06944	0.19358	0.80055	0.20066	-0.07033	0.57939	0.14531	0.16220	0.95442	0.17471	0.06173	0.76035	0.11366	-0.08902	0.49340	0.17167	0.07076	0.88800	0.17248	0.07287	1.36188	0.16742	0.09908	1.13949	0.08309	0.06252	0.80156
435	0.15726	0.20724	0.88378	0.15253	0.19825	1.35479	0.14670	0.22708	1.13461	0.06949	0.19361	0.80035	0.20056	-0.07099	0.57514	0.14482	0.16256	0.94939	0.17439	0.06160	0.75554	0.11358	-0.08960	0.48911	0.17181	0.07055	0.88786	0.17247	0.07252	1.36173	0.16744	0.09876	1.13931	0.08329	0.06244	0.80135
436	0.15722	0.20737	0.88365	0.15267	0.19821	1.35447	0.14670	0.22692	1.13428	0.06952	0.19365	0.80016	0.20043	-0.07171	0.57084	0.14446	0.16259	0.94443	0.17411	0.06151	0.75080	0.11345	-0.09021	0.48478	0.17198	0.07042	0.88770	0.17243	0.07216	1.36149	0.16749	0.09858	1.13907	0.08353	0.06243	0.80111
437	0.15719	0.20744	0.88353	0.15283	0.19797	1.35412	0.14667	0.22671	1.13395	0.06952	0.19365	0.80002	0.20027	-0.07252	0.56653	0.14423	0.16239	0.93946	0.17387	0.06140	0.74606	0.11328	-0.09092	0.48046	0.17215	0.07035	0.88751	0.17241	0.07182	1.36121	0.16758	0.09850	1.13882	0.08376	0.06243	0.80085
438	0.15720	0.20740	0.88343	0.15295	0.19747	1.35378	0.14665	0.22638	1.13367	0.06953	0.19359	0.79992	0.20007	-0.07341	0.56228	0.14413	0.16215	0.93445	0.17366	0.06125	0.74129	0.11308	-0.09175	0.47620	0.17229	0.07028	0.88729	0.17250	0.07150	1.36096	0.16771	0.09848	1.13860	0.08395	0.06239	0.80058
